.002	4783.445544554455	368.7195540040567
.004	4901.188118811881	295.0014139922481
.006	4969.514851485149	283.75378812841905
.008	4948.811881188119	280.5306654492976
.01	4988.049504950495	243.95263377293648
.012	5010.40594059406	221.20724121139534
.014	5022.108910891089	230.61794817360158
.016	5019.049504950495	209.61094323711362
.018	5045.267326732674	198.63166369383853
.02	5039.336633663366	200.6735795877336
.022	5044.544554455446	181.38768010824083
.024	5058.188118811881	229.62886198695873
.026	5072.683168316832	161.79004485400634
.028	5030.039603960396	178.57322984098593
.03	5049.9009900990095	169.79908745046276
.032	5072.514851485149	172.52817821222052
.034	5090.762376237623	153.90257623021466
.036	5032.752475247525	145.9002677132975
.038	5078.940594059406	128.3835520448144
.04	5113.158415841584	147.74719846232398
.042	5107.80198019802	148.34547649335184
.044	5108.009900990099	166.03364087133096
.046	5087.366336633663	147.1283604729066
.048	5117.554455445545	159.41427007940817
.05	5089.950495049505	155.09741301760155
.052	5085.188118811881	154.20374268293796
.054	5084.237623762377	142.04598892716763
.056	5068.683168316832	167.68756249007077
.058	5097.277227722772	138.28232850309408
.06	5144.633663366337	159.43467143455823
.062	5110.138613861386	139.66137831934572
.064	5104.059405940594	148.92412979649592
.066	5095.435643564357	135.03565572407788
.068	5090.534653465346	129.0718067090126
.07	5094.970297029703	132.67618139255777
.072	5113.158415841584	128.76099818448654
.074	5131.158415841584	154.0556868585686
.076	5114.60396039604	153.89353977395677
.078	5128.8712871287125	153.5838313994241
.08	5127.138613861386	140.9870227859976
.082	5096.8712871287125	130.9911953809367
.084	5112.485148514851	110.81223884223134
.086	5114.60396039604	137.80189252749187
.088	5078.841584158416	103.23456133226578
.09	5126.069306930693	140.51357638504138
.092	5123.346534653465	131.38496380054792
.094	5113.564356435643	112.89618380101112
.096	5111.158415841584	130.21748981402362
.098	5103.207920792079	119.15328923967506
.1	5080.702970297029	121.11338031402273
.102	5120.455445544554	143.87268849593903
.104	5097.207920792079	123.36679592432343
.106	5102.485148514851	113.0587116379261
.108	5113.841584158416	129.0284257575258
.11	5092	110.71368479099591
.112	5112.782178217822	125.92304030322616
.114	5100.891089108911	121.81230652032652
.116	5111.554455445545	120.6449729783653
.118	5101.207920792079	107.68958323177624
.12	5109.3267326732675	107.95944691511635
.122	5128.623762376237	148.75986363835835
.124	5093.693069306931	115.33843614114572
.126	5146.1287128712875	127.9014982997726
.128	5132.435643564357	120.82478353728463
.13	5102.811881188119	110.80584035792403
.132	5096.158415841584	127.14957590753241
.134	5123.59405940594	125.62716093407681
.136	5112.277227722772	118.34273267183593
.138	5125.851485148515	120.83570549623266
.14	5104.6732673267325	112.95238898853721
.142	5117.237623762377	134.98215797021854
.144	5130.821782178218	118.10879696615353
.146	5116.39603960396	124.23116188846669
.148	5129.376237623763	131.88615177380441
.15	5090.891089108911	113.9450657984012
.152	5094.158415841584	102.43707655661278
.154	5087.148514851485	108.33433307484879
.156	5123.544554455446	128.3841520400766
.158	5127.287128712871	115.20254655463684
.16	5119.693069306931	120.58828654344975
.162	5146.227722772277	132.75337142145347
.164	5126.722772277228	117.81121498498189
.166	5124.732673267326	115.37589792405596
.168	5108.445544554455	120.86666002231755
.17	5132.178217821782	110.70008094302406
.172	5134.207920792079	115.56602587540017
.174	5133.425742574257	139.94208420161917
.176	5122	116.87121116853372
.178	5118.3267326732675	107.47949654802922
.18	5156.455445544554	146.8193124049064
.182	5124.851485148515	131.59987736609892
.184	5141.415841584158	106.56249502772846
.186	5109.168316831683	109.23553170163366
.188	5137.009900990099	113.33962193774117
.19	5128.9009900990095	110.99662201621229
.192	5101.544554455446	102.18008854492888
.194	5134.8712871287125	106.14307922482149
.196	5093.772277227723	108.07635089954867
.198	5127.554455445545	105.42414099697703
.2	5107.435643564357	95.84283132729168
